id,word,category,sentenceJapanese,sentenceRomaji,sentenceEnglish
sent-4335,悩む,N3 Verbs,進路の選択に悩む高校生が多い。,Shinro no sentaku ni nayamu koukousei ga ooi,Many high school students are troubled by their choice of future path.
sent-4336,悩む,N3 Verbs,彼は将来のことで悩んでいる。,Kare wa shourai no koto de nayande iru,He is worried about his future.
sent-4337,悩む,N3 Verbs,難しい問題に悩むことは自然なことだ。,Muzukashii mondai ni nayamu koto wa shizen na koto da,It's natural to be troubled by difficult problems.
sent-4338,悩む,N3 Verbs,仕事で失敗したことに悩んでいた。,Shigoto de shippai shita koto ni nayandeita,I was worried about failing at work.
sent-4339,悩む,N3 Verbs,友達との関係がうまくいかず、悩んでいる。,"Tomodachi to no kankei ga umaku ikazu, nayande iru",I am struggling with my relationship with my friends.
sent-4340,なる,N3 Verbs,成長することで、人は賢くなる。,"Seichou suru koto de, hito wa kashikoku naru.",People become wiser as they grow.
sent-4341,なる,N3 Verbs,努力すれば、夢は必ず叶うようになる。,"Doryoku sureba, yume wa kanarazu kanau you ni naru.","If you work hard, your dreams will definitely come true."
sent-4342,なる,N3 Verbs,練習を重ねることで、技術が上達するようになる。,"Renshuu o kasaneru koto de, gijutsu ga joutatsu suru you ni naru.","By practicing repeatedly, your skills will improve."
sent-4343,なる,N3 Verbs,毎日運動をすることで、体力が強くなる。,"Mainichi undou o suru koto de, tairyoku ga tsuyoku naru.",Exercising every day makes you physically stronger.
sent-4344,なる,N3 Verbs,勇気を持って挑戦すれば、困難な状況も乗り越えるようになる。,"Yuuki o motte chousen sureba, konnan na joukyou mo norikoeru you ni naru.","If you bravely take on challenges, you will be able to overcome difficult situations."
sent-4345,似合う,N3 Verbs,その帽子がとても似合っているね。,Sono boushi ga totemo niatte iru ne,That hat really suits you.
sent-4346,似合う,N3 Verbs,彼女にはピンクのドレスが似合うでしょう。,Kanojo ni wa pinku no doresu ga niau deshou,A pink dress would suit her well.
sent-4347,似合う,N3 Verbs,彼はスーツが似合う人物だ。,Kare wa suutsu ga niau jinbutsu da,He is someone who looks good in a suit.
sent-4348,似合う,N3 Verbs,あなたにはショートヘアが似合っていると思う。,Anata ni wa shooto hea ga niatte iru to omou,I think short hair suits you well.
sent-4349,似合う,N3 Verbs,この部屋にはこの絵が似合うでしょう。,Kono heya ni wa kono e ga niau deshou,This painting would suit this room well.
sent-4350,握る,N3 Verbs,彼は私の手をしっかりと握った。,Kare wa watashi no te o shikkari to nigitta.,He firmly grasped my hand.
sent-4351,握る,N3 Verbs,このビルを握る鍵が必要です。,Kono biru o nigiru kagi ga hitsuyou desu.,I need the key that gives me access (lit. “grips”) to this building.
sent-4352,握る,N3 Verbs,テニスでラケットを正しく握る方法を学ぶことは重要だ。,Tenisu de raketto o tadashiku nigiru houhou o manabu koto wa juuyou da.,It's important to learn the proper way to grip a tennis racket.
sent-4353,握る,N3 Verbs,彼は怒りで拳を握りしめた。,Kare wa ikari de kobushi o nigirishimeta.,He clenched his fist in anger.
sent-4354,握る,N3 Verbs,この取引に成功するためには、情報を握ることが大切だ。,"Kono torihiki ni seikou suru tame ni wa, jouhou o nigiru koto ga taisetsu da.","In order to succeed in this deal, it’s crucial to have a firm grasp of the information."
sent-4355,煮る,N3 Verbs,野菜を煮る前に、きちんと洗ってください。,"Yasai o niru mae ni, kichinto aratte kudasai",Please wash the vegetables thoroughly before boiling them.
sent-4356,煮る,N3 Verbs,魚を煮るときは、だしで味をつけるとおいしいですよ。,"Sakana o niru toki wa, dashi de aji o tsukeru to oishii desu yo","When boiling fish, seasoning it with dashi makes it delicious."
sent-4357,煮る,N3 Verbs,このレシピでは、じゃがいもとニンジンを一緒に煮ます。,"Kono reshipi de wa, jagaimo to ninjin o issho ni nimasu","In this recipe, we’ll boil potatoes and carrots together."
sent-4358,煮る,N3 Verbs,鍋に水を入れて、中火でお湯を煮る。,"Nabe ni mizu o irete, chuubi de oyu o niru",Put water in the pot and bring it to a boil over medium heat.
sent-4359,煮る,N3 Verbs,豆を煮る前に、十分に水につけておく必要があります。,"Mame o niru mae ni, juubun ni mizu ni tsukete oku hitsuyou ga arimasu","Before boiling beans, it's necessary to soak them in water sufficiently."
sent-4360,縫う,N3 Verbs,彼女はボタンを縫い付けるのが得意だ。,Kanojo wa botan o nuitsukeru no ga tokui da.,She is good at sewing on buttons.
sent-4361,縫う,N3 Verbs,彼はズボンの裾を縫って短くした。,Kare wa zubon no suso o nutte mijikaku shita.,He hemmed his pants to make them shorter.
sent-4362,縫う,N3 Verbs,母が娘のためにドレスを縫いました。,Haha ga musume no tame ni doresu o nuimashita.,My mother sewed a dress for her daughter.
sent-4363,縫う,N3 Verbs,彼は傷口に縫い目が必要だった。,Kare wa kizuguchi ni nuime ga hitsuyou datta.,He needed stitches for his wound.
sent-4364,縫う,N3 Verbs,母は私の破れた靴下を縫ってくれるだろう。,Haha wa watashi no yabureta kutsushita o nutte kureru darou.,My mother will probably sew my torn socks for me.
sent-4365,抜く,N3 Verbs,最後の直線で彼を抜いた。,Saigo no chokusen de kare o nuida,I passed him on the final straight.
sent-4366,抜く,N3 Verbs,彼女は問題文の重要な部分を抜き出してメモした。,Kanojo wa mondai-bun no juuyou na bubun o nukidashite memo shita,She extracted the important parts of the problem statement and took notes.
sent-4367,抜く,N3 Verbs,花を抜く前に、根からしっかりと引っ張る必要があります。,"Hana o nuku mae ni, ne kara shikkari to hipparu hitsuyou ga arimasu","Before pulling the flower out, you need to tug firmly at the roots."
sent-4368,抜く,N3 Verbs,仕事で多忙な時は、朝ごはんを抜くことがよくある。,"Shigoto de tabou na toki wa, asagohan o nuku koto ga yoku aru","When I'm extremely busy with work, I often skip breakfast."
sent-4369,抜く,N3 Verbs,彼は競争相手の企業を抜いて今年の受注数一番になった。,Kare wa kyousou aite no kigyou o nuite kotoshi no juchuu-suu ichiban ni natta,He outperformed competing companies and ranked first in the number of orders this year.
sent-4370,ぬれる,N3 Verbs,雨にぬれると風邪を引きやすくなる。,Ame ni nureru to kaze o hiki yasuku naru.,Getting wet in the rain makes it easier to catch a cold.
sent-4371,ぬれる,N3 Verbs,上着を着ないで外に出るとぬれてしまう。,Uwagi o kinai de soto ni deru to nurete shimau.,"If you go outside without a jacket, you'll end up getting wet."
sent-4372,ぬれる,N3 Verbs,彼は川で遊んで服がぬれた。,Kare wa kawa de asonde fuku ga nureta.,He played in the river and got his clothes wet.
sent-4373,ぬれる,N3 Verbs,透明なビニール袋に入れて、携帯電話はぬれないようにした。,"Toumei na biniiru-bukuro ni irete, keitai denwa wa nurenai you ni shita.",I put my cell phone in a clear plastic bag so it wouldn't get wet.
sent-4374,ぬれる,N3 Verbs,洗濯物を干している間に雨が降ってぬれてしまった。,Sentaku mono o hoshite iru aida ni ame ga futte nurete shimatta.,"It rained while the laundry was hanging out, and they got wet."
sent-4375,願う,N3 Verbs,勉強がもっと楽になるように願っています。,Benkyou ga motto raku ni naru you ni negatte imasu,I wish studying would become easier.
sent-4376,願う,N3 Verbs,彼女の幸せを心から願っています。,Kanojo no shiawase o kokoro kara negatte imasu,I truly wish for her happiness.
sent-4377,願う,N3 Verbs,新年の抱負として、健康を願いましょう。,"Shin'nen no houfu to shite, kenkou o negaimashou","As a New Year’s resolution, let’s wish for good health."
sent-4378,願う,N3 Verbs,皆さんの成功を心から願っております。,Minasan no seikou o kokoro kara negatte orimasu,I sincerely wish all of you success.
sent-4379,願う,N3 Verbs,この雨が止むことを願っています。,Kono ame ga yamu koto o negatte imasu,I wish for this rain to stop.
sent-4380,残す,N3 Verbs,食事の量が多かったので、私は半分残すことにしました。,"Shokuji no ryou ga ookatta node, watashi wa hanbun nokosu koto ni shimashita","The amount of food was too much, so I decided to leave half of it."
sent-4381,残す,N3 Verbs,彼は私に伝言を残して出かけました。,Kare wa watashi ni dengon o nokoshite dekakemashita,He left a message for me and went out.
sent-4382,残す,N3 Verbs,先祖たちの家は子孫たちに家族の歴史を残します。,Senzo-tachi no ie wa shison-tachi ni kazoku no rekishi o nokoshimasu,The ancestors' house leaves a family history to their descendants.
sent-4383,残す,N3 Verbs,ボールペンがインクを残さず書けるようにペン先を磨く必要があります。,Boorupen ga inku o nokosazu kakeru you ni pensaki o migaku hitsuyou ga arimasu,You need to polish the pen tip so that the ballpoint pen can write without leaving ink behind.
sent-4384,残す,N3 Verbs,会議の内容を皆に残しておくために、メモを書いた。,"Kaigi no naiyou o mina ni nokoshite oku tame ni, memo o kaita",I wrote a memo to leave the contents of the meeting for everyone.
sent-4385,載せる,N3 Verbs,彼女は荷物を車に載せた。,Kanojo wa nimotsu o kuruma ni noseta,She put the luggage in the car.
sent-4386,載せる,N3 Verbs,この本にはたくさんの写真が載せられています。,Kono hon ni wa takusan no shashin ga noserarete imasu,Many photos are included in this book.
sent-4387,載せる,N3 Verbs,彼は自分の考えをブログに載せた。,Kare wa jibun no kangae o burogu ni noseta,He posted his thoughts on his blog.
sent-4388,載せる,N3 Verbs,袋に野菜を載せて買い物を終えた。,Fukuro ni yasai o nosete kaimono o oeta,I finished shopping by putting vegetables into the bag.
sent-4389,載せる,N3 Verbs,ニュースにその事件が載せられました。,Nyuusu ni sono jiken ga noseraremashita,That incident was reported in the news.
sent-4390,伸びる,N3 Verbs,彼の会社は急速に成長して伸びるでしょう。,Kare no kaisha wa kyuusoku ni seichou shite nobiru deshou.,His company is growing rapidly and will likely expand.
sent-4391,伸びる,N3 Verbs,頑張れば、自分の能力は伸びるだろう。,"Ganbareba, jibun no nouryoku wa nobiru darou.","If you work hard, your abilities will likely grow."
sent-4392,伸びる,N3 Verbs,この植物は日当たりの良い場所でよく伸びる。,Kono shokubutsu wa hiatari no yoi basho de yoku nobiru.,This plant grows well in sunny places.
sent-4393,伸びる,N3 Verbs,最近彼の人気が伸びる傾向にある。,Saikin kare no ninki ga nobiru keikou ni aru.,His popularity has recently been on the rise.
sent-4394,伸びる,N3 Verbs,昨年の売り上げは予想を超えて伸びた。,Sakunen no uriage wa yosou o koete nobita.,Last year's sales exceeded expectations and grew significantly.
sent-4395,延びる,N3 Verbs,雨のせいで試合が延びることになった。,Ame no sei de shiai ga nobiru koto ni natta,The match was postponed due to the rain.
sent-4396,延びる,N3 Verbs,締め切りが延びると、佐藤さんは助かった。,"Shimekiri ga nobiru to, Satou-san wa tasukatta","When the deadline was extended, it saved Mr. Sato."
sent-4397,延びる,N3 Verbs,コンサートの開始時間が延びる可能性がある。,Konsaato no kaishi jikan ga nobiru kanousei ga aru,There's a possibility that the concert's start time will be delayed.
sent-4398,延びる,N3 Verbs,今日のミーティングは長引いて、終了時間が延びるだろう。,"Kyou no miitingu wa nagabiite, shuuryou jikan ga nobiru darou","Today's meeting is dragging on, so the end time will probably be extended."
sent-4399,延びる,N3 Verbs,道路工事の影響でバスの到着時間が延びることが多い。,Douro kouji no eikyou de basu no touchaku jikan ga nobiru koto ga ooi,"Due to road construction, the bus arrival time is often delayed."
sent-4400,昇る,N3 Verbs,昇る朝日は美しい。,Noboru asahi wa utsukushii,The rising morning sun is beautiful.
sent-4401,昇る,N3 Verbs,勤勉さによって彼は会社で昇ることに成功した。,Kinben sa ni yotte kare wa kaisha de noboru koto ni seikou shita,"Thanks to his diligence, he succeeded in getting a promotion at the company."
sent-4402,昇る,N3 Verbs,ハイキングで山を昇るのは楽しい。,Haikingu de yama o noboru no wa tanoshii,It's fun to climb the mountain on a hike.
sent-4403,昇る,N3 Verbs,彼は最近立ち位置が昇っている。,Kare wa saikin tachii ga nobotte iru,His standing has been rising lately.
sent-4404,昇る,N3 Verbs,株価が急速に昇っている。,Kabuka ga kyuusoku ni nobotte iru,Stock prices are rising rapidly.
sent-4405,乗り越す,N3 Verbs,電車を乗り越してしまった。,Densha o norikoshite shimatta,I accidentally rode the train past my stop.
sent-4406,乗り越す,N3 Verbs,切符の区間を乗り越してしまいそうだ。,Kippu no kuukan o norikoshite shimaisou da,I might end up riding past the zone my ticket covers.
sent-4407,乗り越す,N3 Verbs,乗り越しのペナルティ料金を払わなければならなかった。,Norikoshi no penaruti ryoukin o harawanakereba naranakatta,I had to pay a penalty fee for riding past my stop.
sent-4408,乗り越す,N3 Verbs,同僚がバスを乗り越してしまって、遅刻した。,"Douryou ga basu o norikoshite shimatte, chikoku shita",My colleague missed the bus stop and ended up being late.
sent-4409,乗り越す,N3 Verbs,乗り越す前に駅員に連絡してください。,Norikosu mae ni ekiin ni renraku shite kudasai,Please contact a station staff member before you ride past your stop.
sent-4410,生える,N3 Verbs,歯が生えるのを待っています。,Ha ga haeru no o matteimasu,I am waiting for my teeth to grow in.
sent-4411,生える,N3 Verbs,庭に花が生えるのが好きです。,Niwa ni hana ga haeru no ga suki desu,I like it when flowers grow in the garden.
sent-4412,生える,N3 Verbs,あの木はどんどん生えるでしょう。,Ano ki wa dondon haeru deshou,That tree will probably keep growing rapidly.
sent-4413,生える,N3 Verbs,子供の時、膝の上にひざ小僧が生えました。,"Kodomo no toki, hiza no ue ni hiza kozou ga haemashita","When I was a child, I developed a bump on my knee."
sent-4414,生える,N3 Verbs,山の中で様々な植物が生えている。,Yama no naka de samazama na shokubutsu ga haete iru,Various plants grow in the mountains.
sent-4415,測る/量る/計る,N3 Verbs,彼は木の高さを測ることができた。,Kare wa ki no takasa o hakaru koto ga dekita,He was able to measure the height of the tree.
sent-4416,測る/量る/計る,N3 Verbs,スーパーマーケットで野菜の重さを量る。,Suupaamaaketto de yasai no omosa o hakaru,Weigh the vegetables at the supermarket.
sent-4417,測る/量る/計る,N3 Verbs,心拍数を計るために腕時計を使っています。,Shinpakusuu o hakaru tame ni udedokei o tsukatte imasu,I use a wristwatch to measure my heart rate.
sent-4418,測る/量る/計る,N3 Verbs,水深を測るための機器が必要だ。,Suishin o hakaru tame no kiki ga hitsuyou da,We need an instrument to measure water depth.
sent-4419,測る/量る/計る,N3 Verbs,調理中に、粉をキッチンスケールで量る。,"Chouri-chuu ni, kona o kitchin sukeeru de hakaru","During cooking, measure the flour with a kitchen scale."
sent-4420,掃く,N3 Verbs,庭を掃いて落ち葉を集めました。,Niwa o haite ochiba o atsumemashita.,I swept the garden and gathered the fallen leaves.
sent-4421,掃く,N3 Verbs,彼女は毎朝、家の周りを掃いています。,"Kanojo wa maiasa, ie no mawari o haite imasu.",She sweeps around the house every morning.
sent-4422,掃く,N3 Verbs,掃除の一環として、床を掃かなければなりません。,"Souji no ikkan to shite, yuka o hakanakereba narimasen.","As part of cleaning, you must sweep the floor."
sent-4423,掃く,N3 Verbs,うちの店では、店長が閉店前に自分で店の前を掃くことが習慣です。,"Uchi no mise de wa, tenchou ga heiten mae ni jibun de mise no mae o haku koto ga shuukan desu.","In our store, it's a custom for the manager to sweep in front of the shop himself before closing."
sent-4424,掃く,N3 Verbs,彼は毎週末、部屋を掃いて整理整頓します。,"Kare wa maishuumatsu, heya o haite seiri seiton shimasu.",He sweeps his room and tidies up every weekend.
sent-4425,吐く,N3 Verbs,酔っ払って急に吐いてしまった。,Yopparatte kyuu ni haite shimatta,I got drunk and suddenly threw up.
sent-4426,吐く,N3 Verbs,彼は船に酔って吐いてしまった。,Kare wa fune ni yotte haite shimatta,He got seasick and vomited.
sent-4427,吐く,N3 Verbs,ストレスで胃が痛くて吐く。,Sutoresu de i ga itakute haku,I throw up because I'm so stressed that my stomach hurts.
sent-4428,吐く,N3 Verbs,彼女は緊張で吐きそうになった。,Kanojo wa kinchou de hakisou ni natta,She got so nervous that she felt like throwing up.
sent-4429,吐く,N3 Verbs,物事を考えすぎて吐いてしまった。,Monogoto o kangaesugite haite shimatta,I overthought things and ended up throwing up.
sent-4430,挟む,N3 Verbs,机の上に写真が挟まっている。,Tsukue no ue ni shashin ga hasamatte iru.,There's a photo stuck (wedged) on the table.
sent-4431,挟む,N3 Verbs,本にこの名刺を挟んでおきます。,Hon ni kono meishi o hasande okimasu.,I'll place this business card inside the book.
sent-4432,挟む,N3 Verbs,彼は、私たちの会話に意見を挟もうとした。,"Kare wa, watashitachi no kaiwa ni iken o hasamou to shita.",He tried to interject his opinion into our conversation.
sent-4433,挟む,N3 Verbs,畳の間に大きな本を挟む。,Tatami no aida ni ookina hon o hasamu.,Placing a large book between tatami mats.
sent-4434,挟む,N3 Verbs,挟んでいたスニーカーを外してテーブルの下に置く。,Hasande ita suniikaa o hazushite teeburu no shita ni oku.,Remove the sneakers that were wedged in and place them under the table.
sent-4435,外す,N3 Verbs,彼はシャツのボタンを1つ外して、リラックスした格好をしていた。,"Kare wa shatsu no botan o hitotsu hazushite, rirakkusu shita kakkou o shite ita.",He undid one button of his shirt and looked more relaxed.
sent-4436,外す,N3 Verbs,ダイエット中にジャンクフードを食べるのは、目標から外れてしまう。,"Daietto chuu ni janku fuudo o taberu no wa, mokuhyou kara hazurete shimau.",Eating junk food while dieting deviates from the goal.
sent-4437,外す,N3 Verbs,緊急の対応が必要で、予定を外すことになった。,"Kinkyuu no taiou ga hitsuyou de, yotei o hazusu koto ni natta.","Because an emergency response was needed, I had to change my plans."
sent-4438,外す,N3 Verbs,彼女はピアスを外して寝ることにしている。,Kanojo wa piasu o hazushite neru koto ni shite iru.,She takes off her piercings before sleeping.
sent-4439,外す,N3 Verbs,サングラスを外さずに話すのは無礼だと思う。,Sangurasu o hazusazu ni hanasu no wa burei da to omou.,I think it's rude to speak without removing your sunglasses.
sent-4440,外れる,N3 Verbs,道から外れると、かなり危険です。,"Michi kara hazureru to, kanari kiken desu",It's quite dangerous to stray from the path.
sent-4441,外れる,N3 Verbs,彼の予想は全く外れていました。,Kare no yosou wa mattaku hazurete imashita,His prediction was completely off.
sent-4442,外れる,N3 Verbs,ゴールの瞬間、ボールがわずかにポストから外れた。,"Gooru no shunkan, booru ga wazuka ni posuto kara hazureta","At the moment of the goal, the ball barely missed the post."
sent-4443,外れる,N3 Verbs,ボタンが外れる前に、コートを縫い直す必要があります。,"Botan ga hazureru mae ni, kooto o nui naosu hitsuyou ga arimasu",I need to mend the coat before the button comes off.
sent-4444,外れる,N3 Verbs,彼女の歌が音程から外れてしまった。,Kanojo no uta ga ontei kara hazurete shimatta,Her singing went off-key.
sent-4445,話し合う,N3 Verbs,夫婦で将来の計画を話し合った。,Fuufu de shourai no keikaku o hanashiautta,The couple discussed their future plans together.
sent-4446,話し合う,N3 Verbs,チームメンバーでアイデアを話し合いましょう。,Chiimu menbaa de aidea o hanashiai mashou,Let's discuss ideas with the team members.
sent-4447,話し合う,N3 Verbs,今日は、学校で教育改革について話し合われる。,"Kyou wa, gakkou de kyouiku kaikaku ni tsuite hanashiawareru","Today, educational reforms will be discussed at school."
sent-4448,話し合う,N3 Verbs,彼らはこの問題については何度も話し合っている。,Karera wa kono mondai ni tsuite wa nandomo hanashiatte iru,They have discussed this issue many times.
sent-4449,話し合う,N3 Verbs,彼女と今後の交際について真剣に話し合う必要がある。,Kanojo to kongo no kousai ni tsuite shinken ni hanashiau hitsuyou ga aru,I need to seriously discuss our future relationship with her.
sent-4450,話し掛ける,N3 Verbs,友達が悩んでいる時、気軽に話し掛けて励ましの言葉をかけてあげましょう。,"Tomodachi ga nayande iru toki, kigaru ni hanashikakete hagemashi no kotoba o kakete agemashou","When your friend is troubled, feel free to talk to them and offer encouraging words."
sent-4451,話し掛ける,N3 Verbs,新しいクラスでは、積極的に他の人に話し掛けて友達を作ることが大切だ。,"Atarashii kurasu de wa, sekkyokuteki ni hoka no hito ni hanashikakete tomodachi o tsukuru koto ga taisetsu da","In a new class, it is important to actively talk to others and make friends."
sent-4452,話し掛ける,N3 Verbs,初対面の人に話し掛けるのが苦手な人もいます。,Shotaimen no hito ni hanashikakeru no ga nigate na hito mo imasu,There are people who are not good at talking to strangers for the first time.
sent-4453,話し掛ける,N3 Verbs,電車の中でお年寄りに席を譲った後、話し掛けて楽しい会話が始まりました。,"Densha no naka de otoshiyori ni seki o yuzutta ato, hanashikakete tanoshii kaiwa ga hajimarimashita","After giving my seat to an elderly person on the train, I started talking to them, and we had a pleasant conversation."
sent-4454,話し掛ける,N3 Verbs,話し掛けたい人がいる場合、勇気を出して声をかけることで関係が深まることがあります。,"Hanashikakitai hito ga iru baai, yuuki o dashite koe o kakeru koto de kankei ga fukamaru koto ga arimasu","If there is someone you want to talk to, having the courage to speak up can deepen your relationship."
sent-4455,離れる,N3 Verbs,仲のいい友人たちが次々に故郷を離れるのを見るのは寂しい。,Naka no ii yuujin-tachi ga tsugitsugi ni kokyou o hanareru no o miru no wa sabishii,It's sad to see close friends leaving their hometown one after another.
sent-4456,離れる,N3 Verbs,子供たちが親元を離れて独立するのは自然なことだ。,Kodomo-tachi ga oya moto o hanarete dokuritsu suru no wa shizen na koto da,It's natural for children to leave their parents and become independent.
sent-4457,離れる,N3 Verbs,あのカップルは、最近お互いに離れて暮らし始めた。,"Ano kappuru wa, saikin otagai ni hanarete kurashi hajimeta",That couple recently started living apart from each other.
sent-4458,離れる,N3 Verbs,駅から少し離れた場所に住んでいるので、毎日電車に乗る必要がある。,"Eki kara sukoshi hanareta basho ni sunde iru node, mainichi densha ni noru hitsuyou ga aru","Since I live a little far from the station, I need to take a train every day."
sent-4459,離れる,N3 Verbs,山火事が起きた時、安全のために速やかにその場所を離れなければならない。,"Yamakaji ga okita toki, anzen no tame ni sumiyaka ni sono basho o hanarenakereba naranai","When a wildfire occurs, you must leave the area quickly for your safety."
sent-4460,はめる,N3 Verbs,彼は指輪を彼女の指にはめた。,Kare wa yubiwa o kanojo no yubi ni hameta.,He put the ring on her finger.
sent-4461,はめる,N3 Verbs,敵に戦術を見抜かれ、私たちは彼らの罠にはめられた。,"Teki ni senjutsu o minukare, watashitachi wa karera no wana ni hamerareta.","The enemy saw through our tactics, and we fell into their trap."
sent-4462,はめる,N3 Verbs,彼は自分の足を掘った穴にはめてしまった。,Kare wa jibun no ashi o hotta ana ni hamete shimatta.,He put his foot into the hole he had dug himself.
sent-4463,はめる,N3 Verbs,彼は魚を釣るためのルアーを釣り糸にはめた。,Kare wa sakana o tsuru tame no ruaa o tsuriito ni hameta.,He attached the lure to the fishing line to catch fish.
sent-4464,はめる,N3 Verbs,詐欺師にだまされ、彼はうまく利己的な計画にはめられてしまった。,"Sagishi ni damasare, kare wa umaku rikoteki na keikaku ni hamerarete shimatta.","Deceived by a swindler, he was neatly trapped in a self-serving scheme."
sent-4465,はやる,N3 Verbs,最近、健康食がはやっている。,"Saikin, kenkou-shoku ga hayatte iru.","Recently, healthy food has become popular."
sent-4466,はやる,N3 Verbs,あのファッションブランドが若者の間ではやっている。,Ano fasshon burando ga wakamono no aida de hayatte iru.,That fashion brand is popular among young people.
sent-4467,はやる,N3 Verbs,スマートフォンアプリの勉強法が今はやっています。,Sumaatofon apuri no benkyouhou ga ima hayatte imasu.,Studying via smartphone apps is popular now.
sent-4468,はやる,N3 Verbs,この選手は今シーズン、野球界で大いにはやっている。,"Kono senshu wa ima shiizun, yakyuu-kai de ooi ni hayatte iru.",This player is really in vogue in the baseball world this season.
sent-4469,はやる,N3 Verbs,自然にやさしい商品が最近はやっている。,Shizen ni yasashii shouhin ga saikin hayatte iru.,Eco-friendly products have been in fashion recently.
sent-4470,払戻す,N3 Verbs,この商品は気に入らなければ、店員に払戻すことができます。,"Kono shouhin wa ki ni iranakereba, ten'in ni haraimodosu koto ga dekimasu","If you don't like this product, you can return it to the clerk for a refund."
sent-4471,払戻す,N3 Verbs,もしイベントがキャンセルされたら、チケット代は全額払戻されます。,"Moshi ibento ga kyanseru saretara, chiketto dai wa zengaku haraimodosaremasu","If the event is canceled, the ticket price will be fully refunded."
sent-4472,払戻す,N3 Verbs,間違って払い過ぎた場合は、差額を払戻してもらえますか。,"Machigatte harai sugita baai wa, sagaku o haraimodoshite moraemasu ka","If I accidentally overpaid, can I get a refund for the difference?"
sent-4473,払戻す,N3 Verbs,銀行は誤って引き落とされたお金を払戻した。,Ginkou wa ayamatte hikiorosareta okane o haraimodoshita,The bank refunded the money that had been withdrawn by mistake.
sent-4474,払戻す,N3 Verbs,彼らはバックオーダーの商品を受け取りたくない場合、お金をすぐに払戻す保証があります。,"Karera wa bakku oodaa no shouhin o uketoritakunai baai, okane o sugu ni haraimodosu hoshou ga arimasu",They guarantee to refund your money immediately if you don't want to receive a back-ordered item.
sent-4475,腫れる,N3 Verbs,足が腫れると歩くのが困難になる。,Ashi ga hareru to aruku no ga konnan ni naru,"When your foot swells, walking becomes difficult."
sent-4476,腫れる,N3 Verbs,昨日虫に刺されて、手が腫れてしまった。,"Kinou mushi ni sasarete, te ga harete shimatta","I got a bug bite yesterday, and my hand swelled up."
sent-4477,腫れる,N3 Verbs,左目が腫れてしまって少し視界が悪い。,Hidari me ga harete shimatte sukoshi shikai ga warui,"My left eye is swollen, and my vision is slightly impaired."
sent-4478,腫れる,N3 Verbs,彼はアレルギーで顔が腫れてしまった。,Kare wa arerugii de kao ga harete shimatta,His face swelled up due to an allergy.
sent-4479,腫れる,N3 Verbs,運動した後で筋肉が疲労で腫れることがある。,Undou shita ato de kinniku ga hirou de hareru koto ga aru,"After exercising, muscles may sometimes swell due to fatigue."
sent-4480,引き受ける,N3 Verbs,彼はその仕事を引き受けることにした。,Kare wa sono shigoto o hikiukeru koto ni shita,He decided to take on that job.
sent-4481,引き受ける,N3 Verbs,私は引き受ける責任を全うするつもりです。,Watashi wa hikiukeru sekinin o mattou suru tsumori desu,I intend to fully carry out the responsibilities I have taken on.
sent-4482,引き受ける,N3 Verbs,彼女は姉の役割を引き受けた。,Kanojo wa ane no yakuwari o hikiuketa,She assumed the role of an older sister.
sent-4483,引き受ける,N3 Verbs,そのプロジェクトのリーダーとして引き受けることになった。,Sono purojekuto no riidaa toshite hikiukeru koto ni natta,I ended up taking on the project leader role.
sent-4484,引き受ける,N3 Verbs,彼は友人の借金を引き受けた。,Kare wa yuujin no shakkin o hikiuketa,He took on his friend's debt.
sent-4485,引き出す,N3 Verbs,私のアイデアを引き出すために、友達と話し合いました。,"Watashi no aidea o hikidasu tame ni, tomodachi to hanashiaimashita.",I discussed with my friends to draw out my ideas.
sent-4486,引き出す,N3 Verbs,彼の才能を引き出すためには適切な指導が必要だ。,Kare no sainou o hikidasu tame ni wa tekisetsu na shidou ga hitsuyou da.,Proper guidance is needed to bring out his talent.
sent-4487,引き出す,N3 Verbs,この作家は読者の感情を引き出す力がある。,Kono sakka wa dokusha no kanjou o hikidasu chikara ga aru.,This author has the power to evoke readers’ emotions.
sent-4488,引き出す,N3 Verbs,部屋から荷物を引き出す必要があります。,Heya kara nimotsu o hikidasu hitsuyou ga arimasu.,I need to take the luggage out of the room.
sent-4489,引き出す,N3 Verbs,あのリーダーはメンバーの能力を最大限に引き出すことができる。,Ano riidaa wa menbaa no nouryoku o saidaigen ni hikidasu koto ga dekiru.,That leader can bring out the members’ abilities to the fullest.
sent-4490,引く,N3 Verbs,彼は重い荷物を引いている。,Kare wa omoi nimotsu o hiite iru.,He is pulling heavy luggage.
sent-4491,引く,N3 Verbs,引き出しを引いて書類を取り出した。,Hikidashi o hiite shorui o toridashita.,I pulled the drawer and took out the documents.
sent-4492,引く,N3 Verbs,彼女はカーテンを引いて部屋を明るくした。,Kanojo wa kaaten o hiite heya o akaruku shita.,She drew the curtains to brighten the room.
sent-4493,引く,N3 Verbs,犬の散歩中、リードを引いて歩くことが大切です。,"Inu no sanpo-chuu, riido o hiite aruku koto ga taisetsu desu.",It’s important to walk while gently pulling the leash when walking a dog.
sent-4494,引く,N3 Verbs,魚を釣るため、釣り糸を引き上げることが必要です。,"Sakana o tsuru tame, tsuriito o hikiageru koto ga hitsuyou desu.","In order to catch fish, you need to pull up the fishing line."
